"1 Stemphet, Nahiara",13,Club Atletico Esparta,Unnamed: 0,"42,77",9
"2 Dondo, Federica",12,Carrasco Lawn Tennis Club,,"44,66",7.0
"3 Ithurralde, Josefina",13,Carrasco Lawn Tennis Club,,"45,78",6.0
"4 Demasi, Giulia",13,Club Social y Deportivo Delfin,,"46,09",5.0
"5 Rodriguez, Candelaria",13,Carrasco Lawn Tennis Club,,"x46,46",
"6 Novak, Elena",13,Carrasco Lawn Tennis Club,,"x46,73",
"7 Rimoldi, Josefina",13,Club Social y Deportivo Delfin,,"46,81",4.0
"8 Cerrudo, Sol",13,Club Nacional Nueva Helvecia,,"48,04",3.0
"9 Sagari, Belen",12,Centro Sportivo Laureles,,"48,29",2.0
"10 Bianchini, Anabela",12,Nadadores DE Young,,"48,36",1.0
"11 Yaquinta, Guadalupe",12,Carrasco Lawn Tennis Club,,"x48,57",
"12 Taramasco, Barbara",13,Club Social y Deportivo Delfin,,"x48,79",
"13 Flores, Luana",12,Club Social y Deportivo Delfin,,"x49,34",
"14 Dornel, Matilda",12,Club Social y Deportivo Delfin,,"x49,71",
"15 Medina, Angela",13,Nadadores DE Young,,"50,12",
"16 Suarez, Emilia",13,Nadadores DE Young,,"x50,41",
"17 Martens, Solange",12,Club Nacional Nueva Helvecia,,"50,62",
"18 Colafrancheschi, Emilia",12,Centro Sportivo Laureles,,"50,64",
"*19 Zapata, Martina",12,Club Social y Deportivo Delfin,,"x51,85",
"*19 Salaberry, Ana Clara",13,Club Nacional Nueva Helvecia,,"x51,85",
"21 Vespa, Olivia",13,Club Nacional Nueva Helvecia,,"x52,11",
"22 Aguilera, Agustina",12,Carrasco Lawn Tennis Club,,"x52,28",
"23 Ferrer, Paulina",12,Centro Sportivo Laureles,,"x52,67",
"24 Ingold, Luisina",12,Club Nacional Nueva Helvecia,,"x52,74",
"25 Piriz, Ines",12,Club Nacional Nueva Helvecia,,"x53,85",
"26 Caballero, Lara",12,Nadadores DE Young,,"x55,37",
"27 Scorupsky, Maite",12,Nadadores DE Young,,"x56,97",
"28 Acosta, Stefania",13,Piscinas Barriales DE Salto,,"58,17",
"29 Gonzalez, Josefina",12,Club Atletico Esparta,,"59,29",
"--- Timote, Priscila",13,Centro Sportivo Laureles,,DQ,
,,,,,
Evento 3  Niñas 13 Años de Edad 50 CC Metro Estilo de Pecho,,,,,
Nombre,Edad,Equipo,,Tiempo de Finales,
"1 Stemphet, Nahiara",13,Club Atletico Esparta,,"42,77",
"2 Ithurralde, Josefina",13,Carrasco Lawn Tennis Club,,"45,78",
"3 Demasi, Giulia",13,Club Social y Deportivo Delfin,,"46,09",
"4 Rodriguez, Candelaria",13,Carrasco Lawn Tennis Club,,"x46,46",
"5 Novak, Elena",13,Carrasco Lawn Tennis Club,,"x46,73",
"6 Rimoldi, Josefina",13,Club Social y Deportivo Delfin,,"46,81",
"7 Cerrudo, Sol",13,Club Nacional Nueva Helvecia,,"48,04",
"8 Taramasco, Barbara",13,Club Social y Deportivo Delfin,,"x48,79",
"9 Medina, Angela",13,Nadadores DE Young,,"50,12",
"10 Suarez, Emilia",13,Nadadores DE Young,,"x50,41",
"11 Salaberry, Ana Clara",13,Club Nacional Nueva Helvecia,,"x51,85",
"12 Vespa, Olivia",13,Club Nacional Nueva Helvecia,,"x52,11",
"13 Acosta, Stefania",13,Piscinas Barriales DE Salto,,"58,17",
"--- Timote, Priscila",13,Centro Sportivo Laureles,,DQ,
,,,,,
Evento 4  Niños 12 Años de Edad 50 CC Metro Estilo de Pecho,,,,,
Nombre,Edad,Equipo,,Tiempo de Finales,
"1 Centurion, Maximo",12,Nadadores DE Young,,"42,90",
