217,"Vidiella, Felicia",F,17,CLT,Mujeres 16-18 50 CC Metro Estilo Libre F,"33,36",Unnamed: 0,324
218,"Font, Emanuel",M,20,CNNH,"Hombres 19 & Mayores 100 CC Metro Estilo dFe Espalda1:10,30",,,324
219,"Rovella, María Paz",F,25,CLT,Mujeres 19 & Mayores 200 CC Metro CI F,"2:57,33",,324
220,"Appoloni, Eduardo",M,37,CNNH,Hombres 19 & Mayores 100 CC Metro Estilo dFe Pecho,"1:20,50",,323
221,"Mannise, Catalina",F,14,NADY,Mujeres 14-15 100 CC Metro Estilo Libre F,"1:13,19",,323
222,"Quincke, Tomas",M,21,CSL,"Hombres 19 & Mayores 100 CC Metro Estilo dFe Maripos1a:09,70",,,322
223,"Zecca, Natalia",F,16,CSDD,Mujeres 16-18 50 CC Metro Estilo Libre F,"33,42",,322
224,"Estigarriba, Martin",M,35,NADY,Hombres 19 & Mayores 200 CC Metro Estilo LFibre,"2:24,88",,322
225,"Cavalheiro, Federico",M,17,PBS,Hombres 16-18 100 CC Metro Estilo Libre F,"1:05,42",,322
226,"Martens, Eloisa",F,14,CNNH,Mujeres 14-15 50 CC Metro Estilo Libre F,"33,42",,322
227,"Puyol, Caio",M,18,CSDD,Hombres 16-18 100 CC Metro Estilo de MaripFosa,"1:09,75",,321
228,"Salvatierra, Magdalena",F,20,NADY,Mujeres 19 & Mayores 100 CC Metro Estilo deF Espalda,"1:20,11",,321
229,"Acosta, Caio",M,32,CSL,Hombres 19 & Mayores 100 CC Metro Estilo dFe Pecho,"1:20,78",,320
230,"Martinez, Ignacio",M,14,CSDD,Hombres 14-15 100 CC Metro Estilo Libre F,"1:05,54",,320
231,"Tobia, Maria Eugenia",F,19,PBS,Mujeres 19 & Mayores 200 CC Metro Estilo LiFbre,"2:41,15",,320
232,"Sonderegger, Saskia",F,17,CNNH,Mujeres 16-18 100 CC Metro Estilo de EspaldFa,"1:20,30",,319
233,"Suarez, Aldana",F,19,NADY,Mujeres 19 & Mayores 50 CC Metro Estilo LibFre,"33,58",,318
234,"Fanetti, Ignacio",M,20,CSDD,"Hombres 19 & Mayores 100 CC Metro Estilo dFe Maripos1a:10,07",,,317
235,"Cufre, María Lucía",F,22,CNNH,Mujeres 19 & Mayores 100 CC Metro Estilo LiFbre,"1:13,67",,317
236,"Buscio, Emilia",F,14,CSDD,Mujeres 14-15 50 CC Metro Estilo Libre F,"33,65",,316
237,"Delfino, Florencia",F,18,CSL,Mujeres 16-18 100 CC Metro Estilo Libre F,"1:13,71",,316
238,"Menini, Benjamin",M,13,CSL,Ninos 12-13 50 Libre F,"29,59",,316
239,"Puyol, Caio",M,18,CSDD,Hombres 16-18 100 CC Metro Estilo de EspalFda,"1:11,02",,315
240,"Perucca, Franggina",F,20,CSL,"Mujeres 19 & Mayores 100 CC Metro Estilo deF Mariposa1:19,40",,,315
241,"Demaria, Aaron",M,17,CNNH,Hombres 16-18 50 CC Metro Estilo Libre F,"29,60",,315
242,"Hartwich, Ian",M,16,NADY,Hombres 16-18 50 CC Metro Estilo Libre F,"29,66",,314
243,"Rossotti, Lucia",F,21,CSDD,Mujeres 19 & Mayores 100 CC Metro Estilo deF Pecho,"1:31,70",,314
