Number,Name,Age,Team,Time,Points,evento,evento_short
1,"Rossotti, Lucia",21,Club Social y Deportivo Delfin,"1:06,35",9.0,58  Mujeres 19 & Mayores 100 CC Metro Estilo Libre,58  Mujeres 19 & Mayores
2,"Mott, Priscila",27,Club Social y Deportivo Delfin,"1:06,43",7.0,58  Mujeres 19 & Mayores 100 CC Metro Estilo Libre,58  Mujeres 19 & Mayores
3,"Rovella, Maríáa Paz",25,Carrasco Lawn Tennis Club,"1:06,74",6.0,58  Mujeres 19 & Mayores 100 CC Metro Estilo Libre,58  Mujeres 19 & Mayores
4,"Kulik, Guadalupe",20,Centro Sportivo Laureles,"1:07,39",5.0,58  Mujeres 19 & Mayores 100 CC Metro Estilo Libre,58  Mujeres 19 & Mayores
5,"Voelker, Julieta",22,Centro Sportivo Laureles,"1:07,86",4.0,58  Mujeres 19 & Mayores 100 CC Metro Estilo Libre,58  Mujeres 19 & Mayores
6,"Perucca, Franggina",20,Centro Sportivo Laureles,"x1:08,81",,58  Mujeres 19 & Mayores 100 CC Metro Estilo Libre,58  Mujeres 19 & Mayores
7,"Vila, Isabel",19,Nadadores DE Young,"1:09,72",3.0,58  Mujeres 19 & Mayores 100 CC Metro Estilo Libre,58  Mujeres 19 & Mayores
8,"Jorcin, Valentina",24,Carrasco Lawn Tennis Club,"1:10,38",2.0,58  Mujeres 19 & Mayores 100 CC Metro Estilo Libre,58  Mujeres 19 & Mayores
9,"Diaz, Lucia",19,Carrasco Lawn Tennis Club,"x1:10,79",,58  Mujeres 19 & Mayores 100 CC Metro Estilo Libre,58  Mujeres 19 & Mayores
10,"Salvatierra, Magdalena",20,Nadadores DE Young,"1:10,83",1.0,58  Mujeres 19 & Mayores 100 CC Metro Estilo Libre,58  Mujeres 19 & Mayores
11,"Lo  ápez, Selena",19,Club Nacional Nueva Helvecia,"1:11,30",,58  Mujeres 19 & Mayores 100 CC Metro Estilo Libre,58  Mujeres 19 & Mayores
12,"Tobia, Maria Eugenia",19,Piscinas Barriales DE Salto,"1:12,22",,58  Mujeres 19 & Mayores 100 CC Metro Estilo Libre,58  Mujeres 19 & Mayores
