Number,Name,Age,Team,Time,Points,evento,evento_short
1,"Ashby, Julieta",14,Centro Sportivo Laureles,"30,85",9.0,37  Mujeres 14-15 50 CC Metro Estilo Libre,37  Mujeres 14-15 50 CC 
2,"Ruggiero, Giuliana",15,Carrasco Lawn Tennis Club,"31,87",7.0,37  Mujeres 14-15 50 CC Metro Estilo Libre,37  Mujeres 14-15 50 CC 
3,"Mannise, Catalina",14,Nadadores DE Young,"32,11",6.0,37  Mujeres 14-15 50 CC Metro Estilo Libre,37  Mujeres 14-15 50 CC 
4,"Espindola, Aldana",15,Club Social y Deportivo Delfin,"32,14",5.0,37  Mujeres 14-15 50 CC Metro Estilo Libre,37  Mujeres 14-15 50 CC 
5,"Gonzalez, Sol",15,Centro Sportivo Laureles,"32,15",4.0,37  Mujeres 14-15 50 CC Metro Estilo Libre,37  Mujeres 14-15 50 CC 
6,"Hurst, Belen",14,Club Nacional Nueva Helvecia,"33,16",3.0,37  Mujeres 14-15 50 CC Metro Estilo Libre,37  Mujeres 14-15 50 CC 
7,"Martens, Eloisa",14,Club Nacional Nueva Helvecia,"33,42",2.0,37  Mujeres 14-15 50 CC Metro Estilo Libre,37  Mujeres 14-15 50 CC 
8,"Buscio, Emilia",14,Club Social y Deportivo Delfin,"33,65",1.0,37  Mujeres 14-15 50 CC Metro Estilo Libre,37  Mujeres 14-15 50 CC 
9,"Gomensoro, Malena",15,Carrasco Lawn Tennis Club,"33,85",,37  Mujeres 14-15 50 CC Metro Estilo Libre,37  Mujeres 14-15 50 CC 
10,"Borsani, Bianca",15,Centro Sportivo Laureles,"x34,92",,37  Mujeres 14-15 50 CC Metro Estilo Libre,37  Mujeres 14-15 50 CC 
11,"Machado, Eva",15,Piscinas Barriales DE Salto,"35,07",,37  Mujeres 14-15 50 CC Metro Estilo Libre,37  Mujeres 14-15 50 CC 
12,"Rodriguez, Luana",14,Club Atletico Esparta,"35,14",,37  Mujeres 14-15 50 CC Metro Estilo Libre,37  Mujeres 14-15 50 CC 
13,"Acun     ña, Federica",14,Carrasco Lawn Tennis Club,"x35,19",,37  Mujeres 14-15 50 CC Metro Estilo Libre,37  Mujeres 14-15 50 CC 
