Number,Name,Age,Team,Time,Points,evento,evento_short
1,"Paez, Juan Pedro",15,Carrasco Lawn Tennis Club,"27,50",9.0,38  Hombres 14-15 50 CC Metro Estilo Libre,38  Hombres 14-15 50 CC 
2,"Coll, Sebastian",15,Centro Sportivo Laureles,"27,69",7.0,38  Hombres 14-15 50 CC Metro Estilo Libre,38  Hombres 14-15 50 CC 
3,"Sonderegger, Paulino",15,Club Nacional Nueva Helvecia,"29,01",6.0,38  Hombres 14-15 50 CC Metro Estilo Libre,38  Hombres 14-15 50 CC 
4,"Voelker, Felipe",15,Centro Sportivo Laureles,"29,19",5.0,38  Hombres 14-15 50 CC Metro Estilo Libre,38  Hombres 14-15 50 CC 
5,"Martinez, Ignacio",14,Club Social y Deportivo Delfin,"29,85",4.0,38  Hombres 14-15 50 CC Metro Estilo Libre,38  Hombres 14-15 50 CC 
6,"Llovinsky, Juan",15,Piscinas Barriales DE Salto,"29,94",3.0,38  Hombres 14-15 50 CC Metro Estilo Libre,38  Hombres 14-15 50 CC 
7,"Gandulfo, Mateo",15,Centro Sportivo Laureles,"x29,95",,38  Hombres 14-15 50 CC Metro Estilo Libre,38  Hombres 14-15 50 CC 
8,"Ferres, Benjamin",14,Club Social y Deportivo Delfin,"30,14",2.0,38  Hombres 14-15 50 CC Metro Estilo Libre,38  Hombres 14-15 50 CC 
9,"Cubas, Baltasar",14,Carrasco Lawn Tennis Club,"30,22",1.0,38  Hombres 14-15 50 CC Metro Estilo Libre,38  Hombres 14-15 50 CC 
10,"Soto, Tiziano",14,Piscinas Barriales DE Salto,"30,31",,38  Hombres 14-15 50 CC Metro Estilo Libre,38  Hombres 14-15 50 CC 
11,"Demasi, Valentino",15,Club Social y Deportivo Delfin,"x30,44",,38  Hombres 14-15 50 CC Metro Estilo Libre,38  Hombres 14-15 50 CC 
12,"Salayeta, Santiago",15,Piscinas Barriales DE Salto,"x30,94",,38  Hombres 14-15 50 CC Metro Estilo Libre,38  Hombres 14-15 50 CC 
13,"Sposito, Valentino",15,Carrasco Lawn Tennis Club,"x31,17",,38  Hombres 14-15 50 CC Metro Estilo Libre,38  Hombres 14-15 50 CC 
14,"Irigoyen, Tomas",14,Club Nacional Nueva Helvecia,"32,06",,38  Hombres 14-15 50 CC Metro Estilo Libre,38  Hombres 14-15 50 CC 
15,"Garcíáa, Santiago",15,Club Atletico Esparta,"32,25",,38  Hombres 14-15 50 CC Metro Estilo Libre,38  Hombres 14-15 50 CC 
16,"Lepratti, Benjamin",14,Club Nacional Nueva Helvecia,"x33,78",,38  Hombres 14-15 50 CC Metro Estilo Libre,38  Hombres 14-15 50 CC 
17,"Garcíáa, Facundo",14,Club Atletico Esparta,"34,57",,38  Hombres 14-15 50 CC Metro Estilo Libre,38  Hombres 14-15 50 CC 
18,"Benitez, Clemente",14,Nadadores DE Young,"34,93",,38  Hombres 14-15 50 CC Metro Estilo Libre,38  Hombres 14-15 50 CC 
19,"Medina, Tomas",14,Nadadores DE Young,"38,86",,38  Hombres 14-15 50 CC Metro Estilo Libre,38  Hombres 14-15 50 CC 
20,"Laborda, Benjamin",14,Nadadores DE Young,"x38,89",,38  Hombres 14-15 50 CC Metro Estilo Libre,38  Hombres 14-15 50 CC 
